Tipo,Rubro,Subregion,Año,Municipio,Área Total,Área Producción,Volumen Producción
Permanentes,Caña,Oriente,1993,San Luis,"327,00","313,00","597,83"
Permanentes,Caña,Oriente,1993,San Rafael,"290,00","250,00","960,00"
Permanentes,Caña,Nordeste,1993,San Roque,"2400,00","2320,00","8120,00"
Permanentes,Caña,Suroeste,1993,Santa Bárbara,"227,00","225,00","562,50"
Permanentes,Caña,Nordeste,1993,Santo Domingo,"1850,00","1800,00","6300,00"
Permanentes,Caña,Oriente,1993,Sonsón,"720,00","700,00","4900,00"
Permanentes,Caña,Suroeste,1993,Támesis,"269,00","267,00","1068,00"
Permanentes,Caña,Suroeste,1993,Tarso,"147,00","104,00","598,00"
Permanentes,Caña,Suroeste,1993,Titiribí,"323,50","318,50","1430,07"
Permanentes,Caña,Suroeste,1993,Urrao,"880,00","765,00","3672,00"
Permanentes,Caña,Suroeste,1993,Valparaiso,"462,00","460,00","1518,00"
Permanentes,Caña,Nordeste,1993,Vegachí,"375,00","375,00","1500,00"
Permanentes,Caña,Nordeste,1993,Yalí,"956,00","918,00","3672,00"
Permanentes,Caña,Norte,1993,Yarumal,"788,00","788,00","2364,00"
Permanentes,Caña,Nordeste,1993,Yolombó,"3180,00","2950,00","13275,00"
Permanentes,Caña Para Miel,Nordeste,1993,Vegachí,"670,00","310,00","5682,30"
Permanentes,Caña Para Miel,Nordeste,1993,Yalí,"784,40","283,10","4719,28"
Permanentes,Cebolla Junca,Occidente,1993,Giraldo,"11,00","11,00","231,00"
Permanentes,Coco,Urabá,1993,Necoclí,"625,00","400,00","2400,00"
Permanentes,Coco,Urabá,1993,San Juan de Urabá,"820,00","820,00","6560,00"
Permanentes,Coco,Urabá,1993,San Pedro de Uraba,"78,00","78,00","499,20"
Permanentes,Coco,Bajo Cauca,1993,Tarazá,"130,00","90,00","613,80"
Permanentes,Curuba,Suroeste,1993,Urrao,"12,00","10,00","70,00"
Permanentes,Esparrago,Suroeste,1993,Jardín,"17,00","17,00","125,97"
Permanentes,Esparrago,Suroeste,1993,Urrao,"80,00","10,00","42,00"
Permanentes,Fique,Oriente,1993,Alejandría,"146,00","139,00","236,30"
Permanentes,Fique,Valle de Aburra,1993,Barbosa,"72,00","68,00","153,00"
Permanentes,Fique,Oriente,1993,Concepción,"130,00","130,00","319,80"
Permanentes,Fique,Oriente,1993,Guarne,"115,00","112,00","280,00"
Permanentes,Fique,Oriente,1993,San Rafael,"234,00","45,00","168,75"
Permanentes,Fique,Oriente,1993,San Vicente,"690,00","690,00","966,00"
Permanentes,Fique,Suroeste,1993,Urrao,"165,00","150,00","270,00"
Permanentes,Fresa,Oriente,1993,Rionegro,"18,00","12,00","480,00"
Transitorios,Fríjol Arbustivo,Occidente,1993,Abriaquí,"185,00","185,00","78,20"
Transitorios,Fríjol Arbustivo,Suroeste,1993,Amagá,"120,00","110,00","55,00"
Transitorios,Fríjol Arbustivo,Nordeste,1993,Amalfi,"140,00","137,00","82,20"
Transitorios,Fríjol Arbustivo,Suroeste,1993,Andes,"158,00","134,00","148,19"
Transitorios,Fríjol Arbustivo,Occidente,1993,Anzá,"130,00","130,00","49,40"
Transitorios,Fríjol Arbustivo,Suroeste,1993,Betulia,"500,00","480,00","240,00"
Transitorios,Fríjol Arbustivo,Occidente,1993,Buriticá,"860,00","835,00","897,00"
Transitorios,Fríjol Arbustivo,Occidente,1993,Caicedo,"192,00","192,00","57,60"
Transitorios,Fríjol Arbustivo,Norte,1993,Campamento,"100,00","95,00","34,20"
Transitorios,Fríjol Arbustivo,Occidente,1993,Cañasgordas,"208,00","208,00","88,11"
Transitorios,Fríjol Arbustivo,Suroeste,1993,Ciudad Bolívar,"200,00","200,00","140,00"
Transitorios,Fríjol Arbustivo,Oriente,1993,Cocorná,"254,00","170,00","92,20"
Transitorios,Fríjol Arbustivo,Occidente,1993,Dabeiba,"830,00","760,00","537,80"
Transitorios,Fríjol Arbustivo,Occidente,1993,Frontino,"178,00","161,00","96,60"
Transitorios,Fríjol Arbustivo,Occidente,1993,Giraldo,"115,00","115,00","57,50"
Transitorios,Fríjol Arbustivo,Norte,1993,Ituango,"1523,00","1262,50","837,04"
Transitorios,Fríjol Arbustivo,Occidente,1993,Liborina,"320,00","310,00","124,00"
Transitorios,Fríjol Arbustivo,Occidente,1993,Peque,"1060,00","1035,00","585,00"
Transitorios,Fríjol Arbustivo,Suroeste,1993,Pueblorrico,"90,00","87,00","60,50"
Transitorios,Fríjol Arbustivo,Occidente,1993,Sabanalarga,"300,00","300,00","135,00"
Transitorios,Fríjol Arbustivo,Suroeste,1993,Salgar,"215,00","205,00","110,50"
Transitorios,Fríjol Arbustivo,Oriente,1993,San Francisco,"400,00","400,00","160,00"
Transitorios,Fríjol Arbustivo,Oriente,1993,San Luis,"120,00","120,00","63,50"
Transitorios,Fríjol Arbustivo,Nordeste,1993,San Roque,"118,50","116,00","46,40"
Transitorios,Fríjol Arbustivo,Occidente,1993,Santa Fe de Antioquia,"690,00","690,00","379,50"
Transitorios,Fríjol Arbustivo,Nordeste,1993,Santo Domingo,"260,00","160,00","191,00"
Transitorios,Fríjol Arbustivo,Occidente,1993,Uramita,"1420,00","1295,00","1462,50"
Transitorios,Fríjol Voluble,Oriente,1993,Abejorral,"215,00","215,00","205,00"
Transitorios,Fríjol Voluble,Norte,1993,Briceño,"210,00","200,00","100,00"
Transitorios,Fríjol Voluble,Oriente,1993,Concepción,"332,00","332,00","456,50"
Transitorios,Fríjol Voluble,Oriente,1993,El Carmen de Viboral,"1571,00","1142,00","1370,40"
Transitorios,Fríjol Voluble,Oriente,1993,El Peñol,"684,00","684,00","854,20"
Transitorios,Fríjol Voluble,Oriente,1993,El Retiro,"80,00","80,00","84,50"
Transitorios,Fríjol Voluble,Oriente,1993,El Santuario,"1100,00","1100,00","1390,00"
Transitorios,Fríjol Voluble,Oriente,1993,Granada,"410,00","410,00","410,00"
Transitorios,Fríjol Voluble,Oriente,1993,Guarne,"1150,00","1150,00","1380,00"
Transitorios,Fríjol Voluble,Oriente,1993,Guatape,"83,00","83,00","99,60"
Transitorios,Fríjol Voluble,Suroeste,1993,Jericó,"140,00","140,00","70,00"
Transitorios,Fríjol Voluble,Oriente,1993,La Ceja,"166,00","166,00","182,60"
Transitorios,Fríjol Voluble,Oriente,1993,La Unión,"119,00","119,00","142,90"
Transitorios,Fríjol Voluble,Oriente,1993,Marinilla,"3440,00","3440,00","5160,00"
Transitorios,Fríjol Voluble,Oriente,1993,Rionegro,"950,00","900,00","990,00"
Transitorios,Fríjol Voluble,Oriente,1993,San Vicente,"2309,00","2309,00","3032,60"
Transitorios,Fríjol Voluble,Oriente,1993,Sonsón,"800,00","800,00","880,00"
Transitorios,Fríjol Voluble,Suroeste,1993,Urrao,"3400,00","3350,00","4685,01"
Permanentes,Granadilla,Suroeste,1993,Urrao,"790,00","550,00","5500,00"
Permanentes,Guanábana,Occidente,1993,Armenia,"25,00","15,00","122,40"
Permanentes,Guanábana,Magdalena Medio,1993,Maceo,"90,00","80,00","240,00"
Permanentes,Guanábana,Oriente,1993,San Carlos,"21,50","12,00","42,48"
Permanentes,Guanábana,Suroeste,1993,Santa Bárbara,"41,00","36,00","90,00"
Permanentes,Guanábana,Nordeste,1993,Vegachí,"32,00","20,00","40,00"
Transitorios,Habichuela,Oriente,1993,El Santuario,"230,00","230,00","2300,00"
Transitorios,Habichuela,Oriente,1993,Marinilla,"63,00","63,00","630,00"
Permanentes,Higo,Oriente,1993,Sonsón,"111,00","100,00","2400,00"
Permanentes,Limón Pajarito,Magdalena Medio,1993,Puerto Triunfo,"168,00","168,00","2016,00"
Permanentes,Lulo,Occidente,1993,Dabeiba,"29,50","19,50","75,08"
Permanentes,Lulo,Occidente,1993,Frontino,"30,00","7,00","21,00"
Permanentes,Lulo,Suroeste,1993,Urrao,"10,00","10,00","25,00"
Transitorios,Maíz Tradicional,Oriente,1993,Abejorral,"1120,00","140,00","168,00"
Transitorios,Maíz Tradicional,Nordeste,1993,Amalfi,"180,00","178,00","195,80"
Transitorios,Maíz Tradicional,Nordeste,1993,Anorí,"200,00","195,00","195,00"
Transitorios,Maíz Tradicional,Urabá,1993,Apartadó,"3050,00","2470,00","2270,00"
Transitorios,Maíz Tradicional,Urabá,1993,Arboletes,"3900,00","3800,00","6840,00"
Transitorios,Maíz Tradicional,Occidente,1993,Buriticá,"125,00","124,00","165,60"
Transitorios,Maíz Tradicional,Bajo Cauca,1993,Cáceres,"770,00","750,00","750,00"
Transitorios,Maíz Tradicional,Occidente,1993,Caicedo,"247,00","247,00","123,50"
Transitorios,Maíz Tradicional,Urabá,1993,Carepa,"1522,00","813,00","594,49"
Transitorios,Maíz Tradicional,Bajo Cauca,1993,Caucasia,"500,00","450,00","540,00"
Transitorios,Maíz Tradicional,Urabá,1993,Chigorodó,"360,00","360,00","324,00"
Transitorios,Maíz Tradicional,Oriente,1993,Cocorná,"280,00","280,00","252,00"
Transitorios,Maíz Tradicional,Oriente,1993,Concepción,"374,00","374,00","561,00"
Transitorios,Maíz Tradicional,Occidente,1993,Dabeiba,"1050,00","1020,00","1224,00"
Transitorios,Maíz Tradicional,Bajo Cauca,1993,El Bagre,"1030,00","864,00","864,00"
Transitorios,Maíz Tradicional,Oriente,1993,El Carmen de Viboral,"1774,00","1774,00","2128,80"
Transitorios,Maíz Tradicional,Oriente,1993,El Peñol,"272,00","177,00","283,20"
Transitorios,Maíz Tradicional,Oriente,1993,El Santuario,"230,00","60,00","102,00"
Transitorios,Maíz Tradicional,Occidente,1993,Frontino,"375,00","373,00","255,80"
Transitorios,Maíz Tradicional,Occidente,1993,Giraldo,"290,00","290,00","261,00"
Transitorios,Maíz Tradicional,Oriente,1993,Guarne,"300,00","250,00","500,00"
Transitorios,Maíz Tradicional,Norte,1993,Ituango,"1046,00","995,00","771,13"
Transitorios,Maíz Tradicional,Occidente,1993,Liborina,"320,00","320,00","235,00"
Transitorios,Maíz Tradicional,Oriente,1993,Marinilla,"2400,00","2400,00","3000,00"
Transitorios,Maíz Tradicional,Urabá,1993,Mutatá,"545,00","540,00","560,00"
Transitorios,Maíz Tradicional,Urabá,1993,Necoclí,"10700,00","10200,00","15300,00"
Transitorios,Maíz Tradicional,Occidente,1993,Peque,"860,00","855,00","372,50"
Transitorios,Maíz Tradicional,Magdalena Medio,1993,Puerto Berrío,"1180,00","1150,00","1495,50"
Transitorios,Maíz Tradicional,Magdalena Medio,1993,Puerto Nare,"163,50","158,60","206,18"
Transitorios,Maíz Tradicional,Nordeste,1993,Remedios,"224,40","224,40","179,20"
Transitorios,Maíz Tradicional,Oriente,1993,Rionegro,"900,00","550,00","770,00"
Transitorios,Maíz Tradicional,Occidente,1993,Sabanalarga,"220,00","220,00","198,00"
Transitorios,Maíz Tradicional,Suroeste,1993,Salgar,"225,00","225,00","180,00"
Transitorios,Maíz Tradicional,Oriente,1993,San Francisco,"450,00","450,00","360,00"
Transitorios,Maíz Tradicional,Urabá,1993,San Juan de Urabá,"3200,00","3050,00","6100,00"
Transitorios,Maíz Tradicional,Oriente,1993,San Luis,"330,00","330,00","330,00"
Transitorios,Maíz Tradicional,Urabá,1993,San Pedro de Uraba,"12000,00","12000,00","18000,00"
Transitorios,Maíz Tradicional,Oriente,1993,San Rafael,"128,00","128,00","90,40"
Transitorios,Maíz Tradicional,Oriente,1993,San Vicente,"1839,00","1839,00","2942,40"
Transitorios,Maíz Tradicional,Occidente,1993,Santa Fe de Antioquia,"715,00","715,00","605,50"
Transitorios,Maíz Tradicional,Oriente,1993,Sonsón,"1582,00","1582,00","3164,00"
Transitorios,Maíz Tradicional,Bajo Cauca,1993,Tarazá,"1050,00","1050,00","990,00"
Transitorios,Maíz Tradicional,Urabá,1993,Turbo,"20000,00","19000,00","22800,00"
Transitorios,Maíz Tradicional,Occidente,1993,Uramita,"1010,00","929,00","1254,15"
Transitorios,Maíz Tradicional,Suroeste,1993,Urrao,"2300,00","2300,00","2760,00"
Transitorios,Maíz Tradicional,Norte,1993,Valdivia,"1100,00","1100,00","880,00"
Transitorios,Maíz Tradicional,Magdalena Medio,1993,Yondó,"3500,00","3150,00","6300,00"
Transitorios,Maíz Tradicional,Bajo Cauca,1993,Zaragoza,"394,00","390,00","390,00"
Permanentes,Mamoncillo,Occidente,1993,San Jerónimo,"15,00","15,00","180,00"
Permanentes,Mamoncillo,Occidente,1993,Sopetrán,"52,50","52,50","551,25"
Permanentes,Mora,Oriente,1993,El Retiro,"30,00","30,00","120,00"
Permanentes,Mora,Oriente,1993,Guarne,"210,00","205,00","3075,00"
Permanentes,Mora,Oriente,1993,La Ceja,"88,00","82,00","328,00"
Permanentes,Mora,Oriente,1993,Rionegro,"25,00","20,00","180,00"
Permanentes,Naranja,Suroeste,1993,Amagá,"23,00","14,00","280,00"
Permanentes,Naranja,Occidente,1993,Armenia,"31,00","16,00","768,00"
Permanentes,Naranja,Oriente,1993,El Peñol,"67,00","65,00","734,50"
Permanentes,Naranja,Suroeste,1993,Fredonia,"235,00","140,00","4200,00"
Permanentes,Naranja,Suroeste,1993,Santa Bárbara,"85,00","80,00","2000,00"
Permanentes,Naranja,Suroeste,1993,Titiribí,"20,00","10,00","200,00"
Permanentes,Naranja Valencia,Valle de Aburra,1993,Barbosa,"44,00","42,00","504,00"
Anuales,Ñame,Urabá,1993,Arboletes,"20,00","35,00","280,00"
Anuales,Ñame,Urabá,1993,San Pedro de Uraba,"50,00",,
Transitorios,Papa,Oriente,1993,Abejorral,"690,00","690,00","11040,00"
Transitorios,Papa,Norte,1993,Belmira,"328,00","328,00","4296,00"
Transitorios,Papa,Oriente,1993,Concepción,"368,00","368,00","5888,00"
Transitorios,Papa,Norte,1993,Don Matías,"118,50","118,50","2133,00"
Transitorios,Papa,Oriente,1993,El Carmen de Viboral,"5451,00","5194,00","88298,00"
Transitorios,Papa,Oriente,1993,El Peñol,"152,00","152,00","2736,00"
Transitorios,Papa,Oriente,1993,El Santuario,"1150,00","1150,00","24150,00"
Transitorios,Papa,Norte,1993,Entrerrios,"75,00","75,00","1875,00"
Transitorios,Papa,Oriente,1993,Granada,"110,00","110,00","1320,00"
Transitorios,Papa,Oriente,1993,Guarne,"270,00","270,00","4320,00"
Transitorios,Papa,Oriente,1993,La Ceja,"400,00","400,00","6400,00"
Transitorios,Papa,Oriente,1993,La Unión,"4155,00","4155,00","74790,00"
Transitorios,Papa,Oriente,1993,Marinilla,"929,00","929,00","13964,00"
Transitorios,Papa,Oriente,1993,Rionegro,"500,00","430,00","6880,00"
Transitorios,Papa,Norte,1993,San Pedro de los M.,"1720,00","1630,00","35860,00"
Transitorios,Papa,Oriente,1993,San Vicente,"1378,00","1378,00","20670,00"
Transitorios,Papa,Norte,1993,Santa Rosa de Osos,"145,00","145,00","2900,00"
Transitorios,Papa,Oriente,1993,Sonsón,"1500,00","1500,00","27000,00"
Transitorios,Pimentón,Oriente,1993,Marinilla,"170,00","170,00","6460,00"
Permanentes,Piña,Valle de Aburra,1993,Barbosa,"32,00","28,00","840,00"
Permanentes,Piña,Oriente,1993,Cocorná,"14,00","10,00","150,00"
Permanentes,Piña,Urabá,1993,Mutatá,"33,00","29,00","826,50"
Permanentes,Piña,Oriente,1993,San Francisco,"61,00","61,00","671,00"
Permanentes,Piña,Nordeste,1993,Santo Domingo,"21,00","16,00","480,00"
Permanentes,Piña,Bajo Cauca,1993,Tarazá,"60,00","50,00","750,00"
Permanentes,Piña,Nordeste,1993,Vegachí,"45,00","35,00","875,00"
Permanentes,Plátano En Asocio,Oriente,1993,Abejorral,"2049,00","2019,00","12114,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Amagá,"876,00","876,00","4730,40"
Permanentes,Plátano En Asocio,Suroeste,1993,Andes,"2205,00","2165,00","19517,48"
Permanentes,Plátano En Asocio,Norte,1993,Angostura,"235,00","230,00","1380,00"
Permanentes,Plátano En Asocio,Valle de Aburra,1993,Barbosa,"245,00","238,00","2261,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Betania,"528,00","514,00","3084,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Betulia,"543,00","530,00","3180,00"
Permanentes,Plátano En Asocio,Valle de Aburra,1993,Caldas,"142,00","130,00","585,00"
Permanentes,Plátano En Asocio,Occidente,1993,Cañasgordas,"1060,00","1050,00","4771,31"
Permanentes,Plátano En Asocio,Suroeste,1993,Caramanta,"390,00","385,00","1732,50"
Permanentes,Plátano En Asocio,Suroeste,1993,Ciudad Bolívar,"1437,00","1427,00","6849,60"
Permanentes,Plátano En Asocio,Oriente,1993,Cocorná,"1598,00","1388,00","8328,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Concordia,"109,00","1000,00","5000,00"
Permanentes,Plátano En Asocio,Occidente,1993,Ebéjico,"1305,00","1305,00","7830,00"
Permanentes,Plátano En Asocio,Oriente,1993,El Carmen de Viboral,"1007,00","108,00","810,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Fredonia,"1367,00","1267,00","5701,50"
Permanentes,Plátano En Asocio,Oriente,1993,Granada,"303,00","303,00","1818,00"
Permanentes,Plátano En Asocio,Occidente,1993,Heliconia,"747,50","743,00","3343,50"
Permanentes,Plátano En Asocio,Suroeste,1993,Jardín,"1347,00","1335,00","8277,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Jericó,"2878,00","2840,00","17040,00"
Permanentes,Plátano En Asocio,Oriente,1993,La Ceja,"330,00","330,00","1650,00"
Permanentes,Plátano En Asocio,Occidente,1993,Liborina,"203,00","200,00","500,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Montebello,"285,00","275,00","825,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Pueblorrico,"556,00","548,00","3781,20"
Permanentes,Plátano En Asocio,Magdalena Medio,1993,Puerto Triunfo,"101,00","96,00","600,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Salgar,"1088,00","1088,00","6092,80"
Permanentes,Plátano En Asocio,Norte,1993,San Andrés de C.,"205,00","200,00","800,00"
Permanentes,Plátano En Asocio,Oriente,1993,San Francisco,"397,00","395,00","1232,40"
Permanentes,Plátano En Asocio,Oriente,1993,San Luis,"232,00","226,00","1356,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Santa Bárbara,"452,00","450,00","1800,00"
Permanentes,Plátano En Asocio,Nordeste,1993,Santo Domingo,"122,00","121,00","726,00"
Permanentes,Plátano En Asocio,Oriente,1993,Sonsón,"2371,00","2350,00","14100,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Támesis,"1259,00","1209,00","5440,50"
Permanentes,Plátano En Asocio,Suroeste,1993,Tarso,"481,00","471,00","2920,20"
Permanentes,Plátano En Asocio,Suroeste,1993,Titiribí,"403,00","400,00","2000,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Urrao,"550,00","450,00","2250,00"
Permanentes,Plátano En Asocio,Suroeste,1993,Venecia,"420,00","410,00","2050,00"
Permanentes,Plátano En Asocio,Magdalena Medio,1993,Yondó,"300,00","250,00","1500,00"
Permanentes,Plátano Monocultivo,Urabá,1993,Apartadó,"980,00","980,00","10780,00"
Permanentes,Plátano Monocultivo,Urabá,1993,Arboletes,"564,00","520,00","5616,00"
Permanentes,Plátano Monocultivo,Bajo Cauca,1993,Cáceres,"185,00","170,00","680,00"
Permanentes,Plátano Monocultivo,Urabá,1993,Carepa,"1370,00","1370,00","14796,00"
Permanentes,Plátano Monocultivo,Urabá,1993,Chigorodó,"2500,00","2500,00","28000,00"
Permanentes,Plátano Monocultivo,Urabá,1993,Mutatá,"1546,00","1546,00","18552,00"
Permanentes,Plátano Monocultivo,Urabá,1993,Necoclí,"2040,00","1980,00","14850,00"
Permanentes,Plátano Monocultivo,Magdalena Medio,1993,Puerto Berrío,"205,00","205,00","1230,00"
Permanentes,Plátano Monocultivo,Urabá,1993,San Juan de Urabá,"2350,00","2100,00","25200,00"
Permanentes,Plátano Monocultivo,Urabá,1993,San Pedro de Uraba,"365,00","350,00","3500,00"
Permanentes,Plátano Monocultivo,Urabá,1993,Turbo,"10013,00","10013,00","120156,00"
Permanentes,Plátano Monocultivo,Urabá,1993,Vigía del Fuerte,"1736,00","1686,00","6744,00"
Transitorios,Remolacha,Oriente,1993,El Santuario,"188,00","188,00","4700,00"
Transitorios,Remolacha,Oriente,1993,Marinilla,"35,00","35,00","1155,00"
Transitorios,Repollo,Oriente,1993,El Carmen de Viboral,"279,00","279,00","11160,00"
Transitorios,Repollo,Oriente,1993,El Santuario,"500,00","500,00","28000,00"
Transitorios,Repollo,Oriente,1993,Granada,"20,00","20,00","800,00"
Transitorios,Repollo,Oriente,1993,Marinilla,"728,00","728,00","40040,00"
Transitorios,Sorgo,Bajo Cauca,1993,Caucasia,"200,00","200,00","560,00"
Transitorios,Sorgo,Bajo Cauca,1993,Nechí,"1000,00","1000,00","3550,00"
Transitorios,Tabaco,Valle de Aburra,1993,Barbosa,"12,50","12,50","22,50"
Transitorios,Tabaco,Suroeste,1993,Betania,"11,00","11,00","16,50"
Transitorios,Tabaco,Suroeste,1993,Fredonia,"6,00","6,00","9,00"
Transitorios,Tabaco,Suroeste,1993,Hispania,"15,00","15,00","26,30"
Transitorios,Tabaco,Suroeste,1993,Santa Bárbara,"12,40","12,40","21,10"
Permanentes,Tamarindo,Occidente,1993,Sopetrán,"15,00","15,00","90,00"
Transitorios,Tomate Chonto,Suroeste,1993,Amagá,"26,00","22,00","462,00"
Transitorios,Tomate Chonto,Occidente,1993,Dabeiba,"45,00","42,00","1111,00"
Transitorios,Tomate Chonto,Oriente,1993,El Peñol,"314,00","314,00","11149,00"
Transitorios,Tomate Chonto,Oriente,1993,Granada,"43,00","43,00","1677,00"
Transitorios,Tomate Chonto,Oriente,1993,Guatape,"15,00","15,00","570,00"
Transitorios,Tomate Chonto,Oriente,1993,Marinilla,"440,00","440,00","14520,00"
Transitorios,Tomate Chonto,Occidente,1993,San Jerónimo,"11,00","10,00","200,00"
Permanentes,Tomate De Árbol,Norte,1993,Don Matías,"8,20","8,20","287,00"
Permanentes,Tomate De Árbol,Oriente,1993,El Retiro,"30,00","28,00","560,00"
Permanentes,Tomate De Árbol,Norte,1993,Entrerrios,"765,00","695,00","20850,00"
Permanentes,Tomate De Árbol,Oriente,1993,La Ceja,"81,00","71,00","1491,00"
Permanentes,Tomate De Árbol,Norte,1993,Santa Rosa de Osos,"470,00","370,00","12950,00"
Permanentes,Tomate De Árbol,Oriente,1993,Sonsón,"94,00","80,00","2000,00"
Anuales,Uchuva,Oriente,1993,Marinilla,"140,00","140,00","2800,00"
Anuales,Uchuva,Oriente,1993,Rionegro,"100,00","100,00","1700,00"
Anuales,Yuca,Suroeste,1993,Amagá,"80,00","80,00","800,00"
Anuales,Yuca,Nordeste,1993,Amalfi,"370,00","300,00","3600,00"
Anuales,Yuca,Nordeste,1993,Anorí,"200,00","200,00","2400,00"
Anuales,Yuca,Urabá,1993,Apartadó,"400,00","410,00","6150,00"
Anuales,Yuca,Urabá,1993,Arboletes,"1350,00","1200,00","18000,00"
Anuales,Yuca,Bajo Cauca,1993,Cáceres,"850,00","800,00","14400,00"
Anuales,Yuca,Magdalena Medio,1993,Caracolí,"150,00","140,00","2100,00"
Anuales,Yuca,Bajo Cauca,1993,Caucasia,"600,00","600,00","10800,00"
Anuales,Yuca,Oriente,1993,Cocorná,"370,00","508,00","11684,00"
Anuales,Yuca,Occidente,1993,Dabeiba,"200,00","300,00","3600,00"
Anuales,Yuca,Bajo Cauca,1993,El Bagre,"794,00","519,00","9342,00"
Anuales,Yuca,Oriente,1993,El Carmen de Viboral,"700,00",,
Anuales,Yuca,Magdalena Medio,1993,Maceo,"100,00","100,00","1200,00"
Anuales,Yuca,Urabá,1993,Mutatá,"303,00","163,00","4075,00"
Anuales,Yuca,Urabá,1993,Necoclí,"400,00","500,00","7500,00"
Anuales,Yuca,Magdalena Medio,1993,Puerto Berrío,"125,00","53,00","1060,00"
Anuales,Yuca,Magdalena Medio,1993,Puerto Nare,"109,00","76,00","1368,00"
Anuales,Yuca,Suroeste,1993,Salgar,"180,00","140,00","1619,94"
Anuales,Yuca,Oriente,1993,San Carlos,"175,50","160,50","3852,00"
Anuales,Yuca,Oriente,1993,San Francisco,"420,00","420,00","7560,00"
Anuales,Yuca,Urabá,1993,San Juan de Urabá,"120,00","115,00","1725,00"
Anuales,Yuca,Oriente,1993,San Luis,"470,00","200,00","4000,00"
Anuales,Yuca,Urabá,1993,San Pedro de Uraba,"360,00","400,00","6400,00"
Anuales,Yuca,Bajo Cauca,1993,Tarazá,"300,00","300,00","5400,00"
Anuales,Yuca,Urabá,1993,Turbo,"400,00","400,00","5000,00"
Anuales,Yuca,Norte,1993,Valdivia,"100,00","100,00","1600,00"
Anuales,Yuca,Magdalena Medio,1993,Yondó,"1200,00","1200,00","24000,00"
Anuales,Yuca,Bajo Cauca,1993,Zaragoza,"482,00","480,00","8640,00"
Transitorios,Zanahoria,Oriente,1993,El Carmen de Viboral,"168,00","168,00","6720,00"
Transitorios,Zanahoria,Oriente,1993,El Santuario,"900,00","900,00","40500,00"
Transitorios,Zanahoria,Oriente,1993,Marinilla,"284,00","284,00","11792,00"
Permanentes,Zapote,Occidente,1993,Sopetrán,"40,00","18,00","432,00"
Permanentes,Aguacate,Oriente,1994,Abejorral,"31,00","22,00","220,00"
Permanentes,Aguacate,Urabá,1994,Apartadó,"132,00","125,00","1000,00"
Permanentes,Aguacate,Suroeste,1994,Montebello,"60,00","56,00","336,00"
Permanentes,Aguacate,Suroeste,1994,Santa Bárbara,"159,00","154,00","924,00"
Permanentes,Aguacate,Norte,1994,Toledo,"18,00","18,00","144,00"
Permanentes,Aguacate,Urabá,1994,Turbo,"70,00","65,00","650,00"
Permanentes,Banano Exportación,Urabá,1994,Apartadó,"8604,50","8604,50","371284,20"
Permanentes,Borojó,Urabá,1994,Chigorodó,"7,00","5,00","100,00"
Permanentes,Borojó,Urabá,1994,Mutatá,"10,00","0,00","0,00"
Permanentes,Borojó,Urabá,1994,Vigía del Fuerte,"12,00","10,00","156,30"
Permanentes,Cacao,Urabá,1994,Apartadó,"2300,00","2270,00","1021,50"
Permanentes,Cacao,Oriente,1994,Argelia,"254,00","237,00","99,50"
Permanentes,Cacao,Occidente,1994,Armenia,"115,00","115,00","69,00"
Permanentes,Cacao,Occidente,1994,Cañasgordas,"125,00","125,00","37,50"
Permanentes,Cacao,Magdalena Medio,1994,Caracolí,"220,00","220,00","77,00"
Permanentes,Cacao,Bajo Cauca,1994,Caucasia,"55,00","55,00","27,50"
Permanentes,Cacao,Urabá,1994,Chigorodó,"22,00","22,00","7,70"
Permanentes,Cacao,Nordeste,1994,Cisneros,"39,00","38,00","22,80"
Permanentes,Cacao,Occidente,1994,Dabeiba,"362,00","362,00","144,80"
Permanentes,Cacao,Suroeste,1994,Fredonia,"127,50","127,50","63,80"
Permanentes,Cacao,Magdalena Medio,1994,Maceo,"450,00","450,00","135,00"
Permanentes,Cacao,Oriente,1994,Nariño,"156,00","152,00","48,60"
Permanentes,Cacao,Magdalena Medio,1994,Puerto Berrío,"87,00","87,00","30,50"
Permanentes,Cacao,Magdalena Medio,1994,Puerto Nare,"82,00","75,00","22,50"
Permanentes,Cacao,Nordeste,1994,Remedios,"75,00","75,00","30,00"
Permanentes,Cacao,Suroeste,1994,Salgar,"29,00","26,00","7,80"
Permanentes,Cacao,Norte,1994,San Andrés de C.,"129,50","126,00","42,00"
Permanentes,Cacao,Oriente,1994,San Carlos,"60,00","60,00","24,00"
Permanentes,Cacao,Oriente,1994,San Luis,"55,00","50,00","10,00"
Permanentes,Cacao,Urabá,1994,San Pedro de Uraba,"157,00","140,00","42,00"
